x,y,z
4.77242,-4.596,3.88323
-0.9377,6.51976,1.82604
7.72758,-5.15215,2.64073
-5.97344,-8.08975,4.08391
12.98074,6.40219,4.64935
-1.07799,3.07609,0.02615
-8.16193,-9.48435,-0.94348
-3.79242,-10.53853,4.85284
6.19984,-9.002,-1.60348
-5.78667,-5.57375,1.38828
-5.04667,-0.96297,-0.88118
3.24255,5.68327,3.7247
7.39771,-5.3079,-1.7066
9.40515,6.79164,-1.7821
0.73845,5.36336,-2.61661
-1.87942,9.25929,3.29753
14.04196,6.64682,1.26744
7.08283,-3.23392,-1.17927
-11.12286,-7.26845,-4.94404
5.60501,-4.79128,0.52355
4.97304,-2.65271,3.08098
-6.93858,-0.4528,-1.77829
7.40752,5.83172,2.12579
5.11465,11.01074,-5.14323
-6.8841,-7.67844,0.6523
-6.22139,-5.05434,-5.90863
-7.96297,5.80801,-1.06991
-9.41567,3.11687,-0.89274
3.39881,4.55893,-2.73886
-7.01568,-5.18224,2.41314
4.22146,-8.29583,-6.37519
4.6105,6.25786,-4.22898
6.54822,9.27729,-3.14481
2.49104,2.53003,-5.67372
-8.20486,4.65125,-0.79161
-7.78947,1.4839,1.94642
6.99966,3.91712,2.36739
7.37215,-6.05462,-4.5342
-6.3479,-5.39365,-0.13555
-9.85813,4.29851,-0.79103
-4.42325,2.02183,-7.1555
-5.93809,6.55052,0.70631
10.2776,-6.96406,0.83138
7.91314,-6.76876,-3.19666
-6.40364,-8.07555,-3.37888
-7.74869,-6.01773,-0.25095
6.86049,3.85642,-0.34732
1.29055,5.08286,2.64197
-7.29979,-6.48252,-3.37415
-3.90319,7.66957,-1.24855
7.37396,-10.69104,0.42534
3.22938,-1.67995,-0.9945
-5.9513,4.18949,-4.39497
7.26334,2.17597,0.37353
-7.52231,8.13054,-0.21342
3.04071,-5.5932,-2.45463
13.98183,5.21924,-0.30685
11.4355,4.08653,-1.42786
8.588,6.26129,-0.28813
12.23218,10.5419,-1.89577
9.35762,3.56452,2.40061
-3.06073,0.71391,2.09011
-5.56313,7.33426,4.60932
-0.22199,5.43342,3.57689
-11.20312,4.04444,-2.99717
0.66403,9.91283,-2.35165
3.14711,-6.44964,0.14817
-7.08596,9.23662,-1.43522
-5.84704,-1.23124,-5.44469
3.96878,9.23824,-0.22728
9.40187,-8.53703,4.54544
5.64661,-6.53387,1.10266
-2.60603,-4.02956,-2.7536
1.79809,6.05474,4.26264
4.84562,-8.97518,-0.50326
7.25435,0.24422,-1.25879
5.82488,-6.99699,5.713
-5.50128,-7.96272,1.88546
4.4147,11.08207,-3.45082
-6.50794,3.56601,-0.18418
-6.82134,8.36494,-4.56975
-2.96262,1.26489,2.69627
11.36901,-1.29778,4.13612
7.1522,9.38639,-2.20585
6.21676,-4.28373,-0.07851
-7.48643,-9.2159,3.21188
-4.48911,6.58239,-1.4695
9.00678,-4.28318,4.2166
4.70537,-2.42274,3.47922
3.87452,4.62894,0.70891
-3.81762,5.89733,5.76063
3.5125,-5.92693,2.75875
-3.69706,-7.31285,-2.10975
6.68211,7.13961,-3.26533
-3.08513,-5.44165,-1.03927
-3.38722,-8.33507,-2.40003
-11.16036,-9.48535,6.64163
-1.43138,-4.75678,5.42575
7.47751,2.85898,6.24643
7.60449,-10.11593,3.08143
-2.8714,-5.40998,-1.38267
-8.40639,1.27047,-6.93005
12.89638,4.56563,-4.97515
4.69204,4.70002,2.66736
-4.10453,-7.12392,-1.88127
8.36003,4.61286,-6.19091
4.40908,-7.03023,-4.14381
4.25765,-3.90898,0.34056
4.51875,10.1636,4.71677
-2.6039,2.86645,-3.45363
-9.90754,-10.92646,1.90965
5.32806,-9.8661,0.5588
1.35084,-2.65998,5.27202
7.36574,7.61983,-1.13438
-3.78129,-8.27363,1.05824
3.88887,-2.15698,2.72564
9.47645,-5.06584,0.78256
-2.55381,5.13835,-4.18251
-2.20071,5.32453,4.64243
9.45177,-0.38239,0.68032
8.41001,3.16252,1.97949
-7.1077,3.57461,0.84236
8.75342,9.22742,-3.90193
5.44986,-2.5191,-2.99232
3.12956,-4.4853,1.86197
-8.67717,5.36239,-7.95944
5.92225,-3.04151,1.18439
-6.821,-3.93659,-4.28448
-1.47712,1.16851,0.75785
-3.31744,9.92592,1.44178
-6.71719,-8.78052,-5.47623
-3.94251,6.91193,-0.3543
-5.56238,-1.34542,-4.50115
-7.88414,-12.22353,-2.41495
-10.9334,-7.02924,-1.2957
-4.32653,4.33311,0.40809
5.61937,-4.39957,1.86252
5.94928,-4.23383,-0.25477
-6.4027,-5.7923,0.01544
5.63169,7.5996,1.56946
-15.39858,4.66707,-0.40227
-4.57189,-5.30806,1.76766
6.27075,7.39883,-0.61383
10.75674,-5.95956,-4.29159
9.89669,4.88662,-6.67959
-4.05329,11.64482,5.81908
9.23848,-11.70865,-2.09136
4.13655,-8.17699,5.20494
4.90373,7.15356,3.61734
8.7657,-10.85716,-1.7834
3.92925,6.18147,-0.77384
-5.03603,5.51183,-5.79685
-4.946,9.0783,-3.38202
6.55138,-5.09388,0.05239
6.91171,-9.70921,-1.32266
-1.08101,-4.04468,-1.56183
-3.76665,7.31578,1.85331
5.26034,5.13885,-2.46228
4.65768,5.11988,-0.29509
9.51444,2.25982,6.07404
5.48843,-0.03756,1.46363
4.43886,7.71942,-1.65796
9.6772,-3.78518,1.58076
4.67552,-7.15142,1.64119
5.89467,1.7221,-1.20853
-5.8567,5.79795,-1.72841
7.50363,-5.30272,1.72491
5.89436,2.83866,-0.64236
-4.60773,5.73587,-0.82872
-9.78597,3.21965,1.57725
6.30394,-5.80607,4.22991
-3.09829,-8.56953,-0.87796
8.02353,5.66402,0.07567
8.57732,7.83586,-2.39014
5.09357,-1.11432,1.397
-2.97615,2.58461,-5.4296
4.53113,3.64046,0.63007
-2.1723,-0.11342,2.24587
-5.33751,-3.36868,0.58163
-2.20737,6.88442,-2.28942
-3.44864,-4.70817,3.14695
6.54384,-6.45593,2.22318
1.42987,2.84129,2.44131
-2.72181,5.49536,-2.24017
4.4673,7.83575,2.29286
5.35677,-4.62114,2.00375
0.56315,4.03288,-1.7776
1.90793,2.57184,-2.76876
10.23298,3.79699,-0.95626
-4.3912,-10.12836,-1.50332
-10.39284,-6.83905,-0.81492
5.03795,-11.21224,2.46752
1.15701,2.03815,5.41433
5.60055,7.27882,-0.06816
-9.76426,-4.3746,6.17178
3.8675,-5.79017,-0.81945
-2.88584,-6.94925,5.96229
-4.04455,6.75744,-2.57212
-8.52868,-10.57924,-5.44153
-0.42578,-3.98903,-0.59393
-4.78957,5.27188,-4.24898
6.22728,2.33215,-4.3684
-5.07921,-6.21036,0.77324
4.5719,3.88008,3.17712
-9.65425,-3.88608,0.30149
2.94966,6.26903,-0.26471
-2.47006,0.26058,3.36212
-1.17988,7.87731,2.06709
3.37885,9.92988,-1.11097
5.4432,3.03842,2.34419
9.74002,-6.57499,1.70981
11.21318,3.6718,-0.41587
-3.04906,2.56124,4.03551
7.86525,4.91572,-1.40735
4.00362,-3.4095,-1.73946
11.06345,-5.18047,-3.26334
-5.21966,9.01281,-0.00912
3.48449,-10.74174,4.07748
4.19556,-7.91874,0.60186
-4.77336,-8.07289,1.47569
-7.326,8.16162,0.15285
-10.97367,-9.33942,-2.49099
-5.95392,5.53121,3.01865
-5.81986,2.50301,-5.57805
-6.48737,-8.94937,-2.39006
0.07411,-4.79861,4.27758
-14.50407,7.75228,2.65532
6.65683,-5.06002,1.62185
-2.48352,3.95779,2.2821
8.0713,7.03689,2.17359
-1.12093,4.35379,3.80338
2.00497,-8.40396,3.33091
9.91724,2.18631,-3.99664
-3.34154,-0.96053,-2.25837
5.33876,-9.52677,3.34804
-2.68467,4.23918,1.36052
7.05368,-5.54748,3.25428
3.58651,-6.98309,3.1095
-8.29863,6.9841,-3.58417
6.19608,-6.86636,-4.758
-2.26391,7.907,-2.47896
-3.98159,8.61334,-2.09863
7.14357,-4.76374,-2.31402
-2.6906,-8.56653,0.72858
8.46521,-5.81291,1.48088
-3.43413,-6.19092,8.03592
-10.21949,-7.64814,2.03681
7.07127,1.83059,-2.29853
-8.23041,-3.25664,4.35339
0.93371,5.03007,3.24858
11.19778,1.52774,-2.7717
11.14088,4.57024,2.31648
-4.26897,-3.99135,-3.02377
8.47417,-2.54325,-1.40333
-3.18565,5.75489,1.86742
-4.90144,-1.99308,4.93154
-12.0313,5.76685,0.66185
9.02756,-5.46083,0.95009
-6.00653,-6.82689,3.68143
8.16954,3.01103,-5.30562
-7.59219,-3.06436,0.26722
6.01119,-3.12278,-2.34499
3.42385,5.13274,2.64204
2.05556,-8.19078,0.06796
-6.61275,1.74502,-1.12668
7.89949,-7.2244,1.46857
-0.03204,-6.27676,-3.68934
4.45982,-9.06717,-3.7688
-5.07744,-5.56187,-0.492
-2.71996,-2.06501,2.103
-3.11721,-5.95074,-2.68802
4.37518,5.09993,-0.2698
5.43049,-2.87595,-4.76929
-0.19581,-5.27288,-1.53136
-7.3086,-8.62592,-3.22897
-4.93063,-7.90126,0.98915
-8.94652,-5.66206,-3.26629
5.04532,4.03851,-2.95304
11.32326,-4.93628,0.19803
-6.36622,-1.74503,-1.44512
5.28155,4.97923,-1.13648
-6.32565,-7.18814,-1.2441
7.08588,-4.43277,1.44877
-10.65917,-12.15536,3.75519
-6.8065,0.39091,0.34786
4.22796,-10.75162,5.01492
8.15132,-8.66054,1.79258
-6.28011,-6.78225,-3.3981
-4.52934,6.58233,-2.06948
-8.76705,-12.05911,3.25844
-7.15253,-10.6063,4.19423
-4.44367,2.91362,1.94572
5.3565,-7.96677,0.91172
-5.5046,-8.33459,-3.49741
-1.33144,-6.61958,-1.94173
7.92603,6.30845,1.81536
-4.64685,-11.76094,5.45926
-2.74499,-7.13072,2.11883
7.07555,-1.36884,-2.23202
-2.6121,-5.86489,4.64656
10.29995,4.59828,-0.39207
10.8948,-6.36883,-1.09086
-6.45239,-12.32962,0.48038
-9.75702,7.41919,-2.00024
10.12337,4.69027,6.9163
-3.07201,4.96841,-1.02817
5.85775,-11.33756,-0.27477
1.90668,3.68708,-0.99027
5.29254,-5.07399,4.3585
5.45746,-5.50095,3.46392
-3.11977,9.93833,-1.31776
-8.35322,9.89132,1.1443
2.74369,-5.0908,-5.42883
6.9824,4.96669,-1.14732
-9.01486,6.24778,-4.22563
11.17661,-2.15467,-3.05687
7.86578,-5.70405,-2.33911
-10.89856,-9.81243,0.0908
-7.56236,3.03248,2.64913
4.251,2.75849,-2.27381
3.30564,5.23844,-0.01416
4.30336,4.53207,2.63975
7.61312,-6.18597,2.56019
7.49476,-5.71818,0.30508
-4.2416,-5.63779,0.29559
1.22802,-7.47685,-0.98622
7.64933,7.60368,3.15257
8.05342,-7.87148,3.53789
-1.43902,-6.36567,-0.65671
8.88775,5.01826,2.63036
10.89794,9.06754,-4.92505
-3.64632,7.00785,1.49695
3.41456,-10.28423,-5.52052
-8.42741,-1.9399,-0.03546
-7.63817,10.65058,-2.67538
3.74215,-6.15326,-5.58591
5.49096,3.33274,3.20194
-7.65939,10.00349,0.62484
-5.74173,10.64048,3.54045
-5.17756,-1.91552,1.30042
10.50789,-8.38812,2.88844
9.41865,6.06367,-1.30377
-6.57559,13.25774,-0.61037
-1.7901,-5.69958,-4.90619
3.33944,4.71171,7.70379
1.03773,6.41848,0.25321
-1.71394,9.28345,-2.69685
-6.97478,3.60941,0.8969
-9.75593,-4.34163,6.3532
-10.5562,10.84949,1.39183
-6.45511,1.12306,2.71034
-5.63751,4.6908,0.83443
-3.91981,-3.17899,-1.45933
1.15297,0.55284,-4.37358
2.48077,-3.17005,2.39465
7.50707,-6.5392,1.31596
-1.19001,-11.12864,5.02985
-3.53649,-7.48288,4.25275
4.56831,12.41759,3.79465
10.60933,-3.7679,-4.44756
-13.37185,8.40061,0.72221
3.3149,7.22349,1.54004
5.46344,-5.67725,-1.45005
9.91967,-6.63657,3.0811
-6.68968,10.42388,1.15776
7.99928,-2.18339,-3.18498
5.84519,-9.33344,-0.83576
-13.12071,8.3492,2.85622
-5.33219,4.56051,5.34468
2.43874,-5.25404,1.17228
0.52279,-8.34091,1.71301
-8.44291,6.91449,0.54941
-4.45208,6.58682,-0.34467
-9.99226,-6.25873,-2.22671
-10.11145,0.14883,-0.99003
12.74104,4.4517,1.04905
-5.94254,-7.62669,4.3408
3.35013,-0.40824,1.07433
7.76649,-0.68512,3.05935
8.15171,-11.32122,2.5768
-8.08962,3.53731,-3.4964
-6.81349,-0.15562,-0.84639
-0.93133,7.55672,-1.08739
1.25646,5.9588,2.74027
12.2659,5.84051,-4.77595
-2.2272,7.47684,-2.93849
-6.89698,7.29107,4.17529
-5.9114,8.27708,1.89313
8.1574,-4.11275,-0.77715
1.73345,6.37794,-2.47648
10.1317,-6.10696,-1.25405
-8.63318,6.1848,1.53059
0.66945,8.56056,-2.78234
-6.70617,-12.03258,5.45753
7.17426,3.39421,-0.84598
9.05258,3.32125,2.7574
9.03543,3.21649,4.47416
1.10531,-0.83799,-2.62783
-8.44694,-5.40999,-0.87173
-8.33751,7.26294,1.03007
-5.02863,8.47046,2.43981
6.98089,-7.82416,3.04626
-9.56982,-6.38231,-0.64394
14.80038,-9.17942,-5.10193
1.66504,4.42713,3.75426
5.22185,-6.91514,-1.58332
6.91454,-1.214,-2.15627
-8.94444,5.20602,-3.5313
8.15539,-8.09588,-3.41723
-5.22575,8.33035,-2.62226
4.98711,-6.0095,3.8171
3.57201,6.30192,-3.91585
3.57951,-5.3753,1.39219
-5.70475,5.63924,-0.98431
8.03836,3.28205,-0.51747
7.13511,-8.51568,-4.29863
-4.36826,-4.68608,2.7164
4.76606,-9.41325,0.85784
8.44748,4.00581,-4.52416
5.10248,-7.26944,0.82806
3.34922,5.4953,2.76551
-11.57861,-5.47486,-7.10655
-5.5376,2.93278,2.60317
4.65368,6.43876,0.02273
4.76426,5.09738,-6.09692
4.71981,4.21099,2.92531
-7.90217,1.41315,-4.54026
-3.46306,4.21956,0.55831
10.40798,-0.84965,2.33921
-4.9121,-7.09896,-1.99244
4.51988,10.91247,5.99797
4.34402,11.59816,0.20942
8.5651,6.42454,-1.36167
6.19183,-0.14607,0.91744
1.57393,2.36096,3.33374
6.30085,-10.35423,5.93606
-4.48595,-7.55742,1.7076
8.47931,-4.90644,-2.89358
-6.23892,-5.74837,0.08382
-2.23753,-6.47082,0.83546
10.42913,-6.58617,-4.73046
-8.19944,5.49759,6.62111
7.69031,-8.22255,0.81802
3.05962,-6.92641,2.94261
2.58583,-4.50335,2.20154
-5.25583,-6.41384,-2.76372
-2.69497,2.47139,6.29802
-5.40339,0.37699,-0.31797
-2.01196,-7.47186,-2.34584
8.04988,10.70769,0.86509
10.07539,6.74692,2.15669
7.55558,10.01203,-1.17306
3.25661,-4.30373,-3.44016
-9.3869,-6.80363,1.71234
-12.51855,5.84188,1.86224
-8.05819,-10.31597,-4.609
10.35177,-11.14958,-4.94005
-9.10121,6.54771,0.61683
7.91283,2.89457,-0.09732
3.23999,-4.70223,0.86602
6.71034,0.02572,-4.53741
6.18196,6.5015,0.91224
-3.30047,-5.73828,2.01261
-4.04649,-1.21341,2.74582
-8.96811,1.43849,3.66993
4.66649,5.3926,-2.38031
-9.92306,-5.32485,-4.0883
-4.83788,-8.18012,-4.72852
-4.86827,4.76125,3.87821
-4.33954,-5.9458,2.00403
11.56491,6.84406,5.12471
-6.59624,10.51405,2.63946
-1.95496,6.8129,-1.15022
2.52506,-6.69166,2.45871
2.86564,5.06742,0.69921
-5.57645,-2.03909,5.41052
-5.94806,-3.66098,-3.0496
4.66229,3.1444,0.62967
-4.04769,8.80708,0.78523
-4.37484,4.03172,4.83946
-3.8179,9.74915,4.38082
-10.95569,-1.74149,2.62012
-2.49386,-8.92196,3.89917
-2.57472,-5.42123,-0.9871
11.58932,8.5337,-0.28226
8.39173,-5.28305,-1.37707
4.46806,-8.24514,2.0699
5.95698,-1.32662,-0.24097
-8.95183,-7.24162,4.64862
-11.30851,2.09247,-2.86071
5.42508,1.06331,1.21627
5.96434,7.84391,0.70618
-9.12379,-5.47168,1.32509
-2.45163,8.15015,0.47385
-4.23005,-1.47573,-3.15568
-6.39589,3.91202,-4.3383
-7.62625,-0.0614,5.10381
-2.86144,0.82722,-3.39119
4.77735,-0.05806,-1.60325
-5.07979,7.53225,0.77599
8.84659,-4.62646,-1.48798
-2.68493,3.68515,-0.71927
-5.84927,7.47993,-2.12393
3.51322,-7.1636,-1.58131
-5.26735,-7.57875,0.67696
-7.29357,-11.99746,-3.06108
-11.97899,-2.27155,1.81193
-6.55776,1.8542,0.29915
-7.83816,-4.81292,-0.60757
5.19666,-6.20476,0.96867
-7.08488,-6.69214,4.55307
0.25451,2.07217,-3.55413
1.83687,-5.33034,-1.49884
-5.95725,7.39738,1.42346
-9.18489,10.50334,2.23422
0.293,6.28684,1.54992
7.42471,8.95923,5.5206
-7.34267,7.80121,-0.49882
-7.52412,-4.669,4.24135
-5.61755,0.02055,3.3892
0.43225,4.5598,0.26674
-3.42143,3.24842,1.54668
8.09282,-7.28009,3.95573
-5.15091,7.28629,1.83416
4.53109,-11.78627,1.32988
-4.86654,5.89131,-6.57792
-12.57765,-0.42958,4.67008
6.99855,2.06623,2.46223
9.21722,8.91365,1.1152
-6.0019,-8.80842,-1.48396
-2.49239,5.37019,-2.00637
-7.80918,-9.25649,-1.67527
4.22662,7.60171,1.74442
-6.29627,8.36871,-0.32209
-4.28265,7.56967,1.36593
-6.23883,1.59106,-4.36708
3.4381,-6.13031,-1.34825
5.03172,-7.16976,2.06124
-3.82047,-7.44126,-0.89222
-7.04398,6.05495,0.97984
8.89059,2.62833,-2.1967
0.29979,8.58046,1.76178
2.91425,2.33373,-3.77109
0.08136,-8.17971,-3.99604
6.4826,-12.77175,4.81865
-9.78774,-6.01956,-0.51885
-7.53317,7.26127,-1.03927
-7.3217,5.2813,1.97229
-4.2958,3.78179,3.11745
7.65318,-3.86829,-3.18737
5.65607,-6.07066,-1.71706
10.70202,7.33063,0.4275
9.48845,7.41983,2.88572
-10.20891,-8.05938,0.69543
9.85167,4.0439,-1.73319
-3.14571,5.83695,1.90838
2.99482,-2.43253,-2.60598
5.03731,-3.4601,-5.13921
-12.98359,3.60117,-0.81389
-4.29418,3.59655,-1.15607
-5.45473,-5.42902,-2.33793
0.95093,-7.89921,-0.42254
8.71405,7.11136,-4.32938
8.4488,1.28535,0.40936
6.58483,-4.19979,2.76118
7.8723,8.90069,-1.59242
8.24494,-5.58713,-3.64541
-6.74963,-3.1832,-4.15171
6.14429,13.24972,-0.13451
2.28609,9.82505,0.93167
7.82637,9.90348,-3.23667
4.9107,-0.6676,4.27687
4.15061,-0.27005,0.14909
-5.25324,0.63839,1.87959
-3.50859,-4.02938,3.62111
-3.73383,-7.68688,-0.44586
-0.19506,-6.942,-2.26753
-9.07464,-5.31745,-0.1417
5.69421,8.35075,-1.79243
-2.2059,1.51675,-5.45897
-6.40734,3.2551,-2.80405
7.07269,4.5095,3.21779
-0.11799,-11.62057,-3.19255
-3.24083,3.81865,-1.79382
10.97353,-4.57606,0.15716
-6.40953,8.81645,3.09665
7.63595,-6.65326,0.03315
-11.22934,5.75245,1.66052
6.9704,-12.53519,-4.48912
7.47624,6.29163,2.34161
4.96135,-5.83156,1.58181
6.4045,2.07856,1.7104
-6.20147,-6.95914,-2.46414
5.43565,-0.16907,5.83507
5.10914,6.31602,-2.60277
-2.44235,-3.12079,-2.31819
5.52539,8.67789,0.19019
7.41629,4.4615,-2.71533
-5.84681,-6.50689,1.70685
7.79681,-6.90056,0.23935
4.80715,3.44058,-0.96987
-8.40144,8.34792,-3.65873
-4.60533,-8.8748,4.88433
4.65775,4.69284,2.79555
2.24701,8.18635,1.04005
-2.22063,-5.16168,5.07041
-1.62603,-7.54791,-5.71793
-6.04988,-5.70493,-1.55326
7.25659,8.01703,-1.37667
10.00717,11.75988,5.29403
-4.63069,8.81124,-1.44533
5.2909,7.44559,2.73628
2.40714,6.66591,-1.50475
1.68855,5.8045,1.13249
8.6391,2.87723,-1.31916
5.76058,4.84277,-3.89754
-4.00084,-6.33329,0.78406
-7.95285,6.32989,-1.63403
-11.07332,8.62001,2.51917
-7.27381,-12.27484,-1.42266
8.1812,11.9824,1.71752
-10.10816,-8.67756,4.59299
-9.19521,-7.78115,3.59277
5.13163,-2.59404,-1.20812
4.90461,-12.05706,-0.11998
8.06726,4.52307,2.31487
-0.8622,-0.88546,-2.71283
-11.83953,-11.7866,-5.62083
-9.67278,-8.80876,1.49788
-10.6077,1.23485,-2.04508
-2.51189,-2.76801,-1.57071
9.31879,-5.94557,-3.39987
7.35624,7.93795,6.11634
2.57755,-1.4097,-4.84338
2.21685,10.64064,-3.76747
7.60418,8.95652,1.69946
-4.18895,-3.48214,3.91067
-7.84764,-4.28297,0.33758
7.26753,-6.89873,-2.24854
6.16753,2.82272,-5.38805
-2.91536,2.80793,0.36419
-5.43272,10.19151,0.98689
10.71697,-8.85124,-4.92495
-3.08375,7.65151,0.70486
-6.92686,-10.59022,-0.47121
5.87102,-5.5333,7.59397
3.37399,-5.0275,1.38603
-10.93294,-1.06473,3.88086
-2.98757,6.48693,-1.22444
-7.14614,4.91809,-4.6555
6.59524,-7.00515,-2.07314
-2.99843,7.36315,1.2181
13.20155,-3.10961,0.84658
-4.54101,-7.63539,3.6429
7.62869,-1.83516,-0.43399
6.68755,6.51894,-5.21795
0.5013,-10.80702,2.08485
5.8092,-1.80084,-4.62594
3.74498,-6.92482,-0.80193
-4.51734,6.59197,-5.11768
6.77262,-9.12447,0.29997
4.35614,5.20954,-3.65591
-8.78573,-7.06045,-1.86305
-7.10506,-1.87285,-2.5167
2.06978,-11.7141,-2.10978
7.203,-6.54432,0.95011
-11.73992,-11.022,-0.26333
-5.79897,-11.16613,-2.15911
4.61961,-5.26659,4.82094
-7.00766,-4.21015,4.84412
-2.02127,8.44854,0.19405
6.05577,10.13668,-0.31197
-5.9135,6.47441,4.31937
-3.34944,-6.26615,-1.99131
-6.53755,1.6595,3.11499
1.30375,4.74768,0.92108
8.50644,4.89326,1.34493
6.29,8.4921,-1.28529
5.27025,9.7106,-6.18316
-8.49285,-5.10602,-5.11912
10.46887,9.96822,0.26575
4.54638,-6.31624,-0.74981
6.11234,9.09708,2.3497
6.6303,-5.46024,-1.35479
5.18737,5.56644,2.88988
2.81815,7.86614,1.59661
-12.50087,7.89246,-2.13729
13.18914,5.82495,3.35881
4.86642,4.15722,-3.41696
-4.67535,0.79196,-1.18718
-4.04058,-6.4722,-2.10432
-8.07211,2.47326,-1.62174
4.48269,4.27926,-1.4519
6.59512,7.80597,-4.31727
-9.41166,-1.60175,-1.10927
-2.90108,-7.3052,-1.33566
10.11108,-4.06919,-1.73731
1.15111,9.71156,-4.57256
-0.89346,-6.6542,0.38953
0.79631,-7.51266,-0.91205
-6.94879,5.25197,-1.31957
-4.94966,-8.24261,1.06468
-10.98048,6.19728,0.16076
5.44123,8.16585,5.55892
4.61028,-7.21256,-3.64611
7.71335,2.96412,-1.78488
-0.89175,-7.69834,-3.20016
5.45404,-7.28759,3.15652
7.37633,7.28459,-1.32253
4.5949,-4.57946,2.39731
4.03676,3.44641,0.99915
6.05138,-5.24363,1.21381
0.9057,-9.93712,-1.09881
-6.52865,-9.56226,-1.43349
-4.56096,8.19099,0.31979
-4.87784,5.48403,3.18445
3.92176,5.96431,-2.16461
-9.20501,9.4001,1.68348
2.89412,-2.36281,-4.27658
10.42678,3.54238,3.71788
4.49248,2.55648,-4.493
5.33393,4.57894,-2.18292
-5.62552,-10.33772,-1.44066
-6.5477,-6.8066,4.95156
-6.75574,10.11462,-3.27362
-4.94207,4.29111,1.5345
0.66526,-8.02067,1.92508
-6.12062,9.48392,1.16624
3.90601,8.13611,-4.59626
-5.13382,-9.50354,3.26826
6.35561,3.64173,2.7654
-7.59534,7.03347,-0.9837
-8.20093,3.97307,-3.21276
-3.91534,8.61159,-1.70276
-1.84564,4.6045,5.6369
3.31237,-7.95916,-3.88608
3.83672,-1.82054,-3.17932
-5.32821,-9.19492,1.03604
-2.55357,7.38867,-0.69536
5.81284,1.29113,0.0425
3.08777,4.07379,-1.43195
10.15409,-4.54711,1.92746
13.57021,4.2432,-0.69429
-5.48314,-3.442,-5.39628
7.36485,-3.02075,1.76447
3.47081,-5.97949,0.91896
8.20191,2.19465,2.65028
7.66305,11.54582,3.60343
7.06275,-5.82281,3.34304
10.21106,9.31971,0.5014
-9.38849,7.15393,-8.40214
4.49814,9.43191,-2.97233
-3.78645,2.21495,-0.3328
-10.09213,3.00821,1.36808
-8.21324,-5.07251,-1.30321
-9.75165,7.40886,-1.76791
-8.91889,-5.81454,3.57407
1.00433,4.55486,-1.76904
8.76611,-7.32327,4.019
4.7389,-2.21265,-1.27682
-6.93565,-3.19639,2.53352
8.7725,6.33804,-4.57202
-0.69007,6.86975,3.84418
7.14316,-3.44167,-2.31233
-7.34643,-7.215,4.61117
-7.03353,8.87487,0.90006
6.38,-6.79742,-2.88071
-3.82904,-4.68159,1.68306
4.08579,-0.14153,1.49899
-0.71475,-8.31735,-2.4511
-8.58299,-4.48908,0.0026
8.18262,8.7596,3.28257
5.02957,10.06084,4.38542
9.80246,1.25477,-1.50687
-3.82474,-6.6273,-1.71127
1.36688,-11.48669,4.33259
5.35089,-9.61241,-0.60257
-5.44224,-1.04559,-3.04394
-4.12444,2.48936,-1.42433
7.07845,2.12835,-2.03913
-6.8988,-9.88492,-3.03716
8.38898,6.55092,-0.30869
5.78762,10.99286,-0.68909
-12.68054,4.035,-0.47311
9.69818,-7.23008,1.49507
-7.55354,7.07489,-0.53579
4.4968,-6.93948,2.79381
10.73808,-6.46617,-1.35742
-1.13108,9.22434,0.44519
-5.66542,-4.3873,-0.81965
2.38104,5.48645,1.50659
3.93194,1.67938,-3.84549
2.78946,7.15693,4.84913
-3.75983,0.07378,1.06746
1.08525,5.58971,-2.19038
6.52994,5.93853,0.55901
6.33611,8.13545,-1.02832
6.21021,-6.3711,0.03054
7.20292,-3.30289,-1.33446
9.52633,-6.29752,0.8759
-5.64945,8.78456,0.64099
-3.56269,-8.23009,0.49097
-8.91895,3.99803,0.25221
8.97928,-8.58966,4.01987
7.64043,4.98546,-1.72387
-8.65477,-1.04463,4.08803
7.33783,-11.22696,-4.35023
-1.0051,7.36554,-2.40157
11.19289,1.84984,-2.34415
9.59266,5.89228,-1.38587
-1.08103,-7.79988,1.10223
-11.45672,3.19627,3.20848
0.91559,7.25897,0.34654
4.41395,2.27088,-1.27806
7.36712,-0.09093,-3.18775
-8.51008,-5.24067,6.26748
11.72667,4.74668,1.5502
-0.56817,4.37378,-1.5729
8.12566,4.78486,-4.36684
4.27444,-4.98516,0.41391
-5.80235,5.83182,-3.80997
-1.93506,6.71167,0.44149
11.80146,-7.54254,-0.64499
-4.55303,-2.56206,-2.41991
5.11906,-2.88847,2.45318
-9.53111,6.31341,2.90446
6.49112,4.93532,1.46755
5.3972,-9.78386,1.42395
-8.0792,-6.66013,3.93794
-5.57132,-8.50387,6.34371
9.25444,-7.2773,2.56008
5.15674,11.18334,0.39061
-6.67116,5.86092,-5.59165
-4.90149,0.45004,-2.58346
6.54952,-5.95158,-2.57901
4.52515,0.07804,1.83322
-4.88592,6.9311,-4.15696
-5.84306,-3.25211,1.78172
7.05115,8.98347,-1.62856
7.24204,3.40389,-3.59402
-4.02071,-4.45116,3.17164
1.86446,-8.13161,-0.08001
-10.02246,-9.13572,-2.53878
-9.48739,-2.09507,0.79897
-7.37466,4.68632,-0.71697
7.47849,-10.33362,1.69095
5.55263,5.40222,1.23764
-10.82997,3.59038,-1.02757
-11.26174,-2.60818,1.9469
5.63143,7.76518,-0.60009
-5.12866,-8.50098,0.91289
