x,y,z
-5.73205,-8.37478,1.53799
-1.39344,8.96328,-4.37993
14.9229,5.14052,0.07585
9.43387,8.65027,-2.86274
6.4702,7.42581,-0.09447
-5.30277,-6.1738,-2.18632
6.15846,-3.26494,2.22438
-5.574,8.83713,-3.98726
8.83813,10.38367,-0.22865
-7.72036,0.48163,0.78599
-8.18851,-4.14789,-2.3354
-4.84209,6.19384,-3.19041
7.66418,4.4013,-2.06721
10.13805,5.07868,3.34103
-9.15448,-9.73284,1.41842
-4.17982,4.87489,1.94126
3.72958,-7.44946,2.15329
6.20996,-6.62376,-1.65811
4.83149,7.13054,-3.50929
-5.63432,-0.85555,-3.16887
8.906,5.19236,5.00822
7.52034,4.70476,-7.40387
-2.17394,-10.91173,0.12298
-9.63654,2.84944,-1.96732
-7.77459,-7.54961,-1.23193
3.41645,12.34268,-1.69883
-1.2948,9.46698,0.88874
-8.78028,-6.12271,3.04006
1.9352,-2.77511,3.50597
-8.05484,5.64222,-1.45083
-10.14024,4.22615,-1.55186
9.18441,7.07051,3.59039
5.94234,-13.15678,3.72824
4.17885,-8.87534,-0.07466
10.64206,-5.46785,5.48652
-4.62348,-5.03192,-2.36024
8.70888,-10.94088,-0.47321
9.14899,-9.04413,1.3159
-3.77258,-5.605,1.37896
-6.69992,-0.81296,-1.25074
-1.97747,-8.5088,-1.34206
2.38376,8.40685,0.77847
-5.52067,-5.82964,0.80777
5.36513,-4.0434,-4.69892
9.40108,-4.65492,-1.99121
-14.56688,8.49539,-1.54604
-3.72012,4.28301,1.51504
-2.25662,6.87332,5.5254
-5.19619,-0.12339,6.60049
4.60303,-5.82821,0.81599
-7.00393,-0.93044,1.48181
-3.97255,6.37346,4.05771
0.7819,4.17515,4.51995
8.7062,4.69715,-1.38542
-3.33383,-5.98715,3.73001
9.56378,8.88766,-6.07838
7.3902,9.96658,0.45506
3.74616,-8.68456,-0.80962
-0.93558,3.17509,0.09022
8.91788,-2.36503,-2.12675
-5.3023,-4.74892,2.93111
-2.93493,3.15192,2.22786
8.83268,-5.98407,1.33143
-4.16062,8.16318,2.92109
-11.54649,3.80913,4.08844
7.99309,-0.83255,-1.24027
5.51632,-2.56979,3.83225
3.88453,-2.5532,-2.19849
3.09296,9.17438,-3.44664
-5.53949,4.09832,0.53657
-3.55992,7.18805,-1.50626
-5.92207,4.60052,1.48399
-5.85912,-2.49778,3.42451
1.89541,-5.49299,-1.73941
0.20507,2.55434,-5.0691
8.13332,-3.64048,-3.83513
1.6796,-6.89594,-0.5709
4.23566,-7.7787,3.77051
-8.93026,14.63045,1.15062
4.0013,-9.00698,-7.45044
-5.5109,0.79085,-5.32399
-5.77992,-3.04717,-1.50629
0.33912,-8.27218,-1.32652
-6.88525,-4.99769,-1.01431
-10.10386,-6.65198,-0.55731
9.10875,6.3227,3.99127
-7.77631,4.87492,2.06678
4.90752,-4.33056,-1.48229
-3.79327,9.46482,-0.8108
-7.61527,-4.14663,-2.24469
-4.13775,-8.53332,2.63142
-4.57173,-9.5335,0.18901
-5.42431,-2.72877,-1.53917
-3.52898,7.8156,-5.38983
-6.9157,3.77462,0.42414
-0.4687,-4.25044,-1.65026
10.92199,9.51345,-3.69055
7.23969,8.11773,-3.20716
6.94508,-9.0394,-2.33226
2.07537,-2.0937,-1.57122
-9.00361,-5.6307,-1.27326
3.9298,4.33993,-3.80334
4.61251,-8.53337,-0.32513
6.58569,-6.32234,-3.72669
6.58544,3.16812,0.18865
-7.3933,5.68927,-2.22108
8.85723,11.39813,5.57466
13.41046,-5.06515,-3.11527
-1.80112,-9.36099,1.66153
7.50861,-5.05666,2.774
6.42979,5.6235,2.80145
-6.26611,-4.70186,-2.82749
-6.33085,-8.92241,1.25522
2.53273,3.87513,-4.70337
-3.17318,-10.12455,2.3653
3.28237,6.93943,0.0093
4.36781,1.44519,-1.71874
0.12475,-5.22339,-7.45566
3.77606,-0.68721,-5.27023
-6.91507,-3.83103,-0.65486
1.94541,-5.28889,0.10593
4.7106,-6.0444,0.83585
6.86152,-3.48675,1.7077
-4.11471,4.09878,2.32884
-6.38902,6.24277,-0.71704
-8.41824,-7.35633,1.87721
-3.94389,-6.01958,-1.34134
-10.1712,-4.18889,-2.26809
-9.64221,-1.74688,1.65286
-6.79389,-5.65948,2.66373
9.38556,0.2069,3.02468
-0.55503,4.67069,4.80317
5.90976,12.37685,1.82389
-1.5997,8.08929,-3.38902
5.28637,-3.71262,3.32933
-6.96181,1.60502,-0.54366
5.19656,9.10104,-1.51324
7.54315,-9.81739,-1.98081
6.95158,-4.76184,1.3679
-6.09699,-2.58499,-1.05342
4.62259,-7.686,0.03296
-6.88226,0.70621,3.26208
7.06629,6.87257,0.4326
7.61533,-8.24968,-1.70464
-5.90141,2.55971,0.20601
-9.8154,6.60015,0.9643
-5.64238,3.5485,3.04026
-1.3072,4.5317,0.54913
8.71651,-3.34196,-5.61653
-9.92225,-2.66387,-2.6091
-7.21612,3.12512,-1.27388
8.00884,-2.12271,3.12283
0.78162,5.72049,0.59609
8.21223,4.55916,-1.06631
4.89629,9.94446,-3.34376
5.22439,4.48516,0.42376
2.83546,6.72217,-3.27259
3.50502,-12.10461,-2.2207
12.05273,-1.09645,6.48549
-8.83246,-3.79102,-5.98009
10.04393,-0.09864,5.10996
4.99916,8.8897,4.18201
-7.88535,-7.34099,0.45775
8.11772,5.6004,5.01261
5.2438,2.35901,-3.62243
-2.69666,-10.16453,-3.65114
-8.98159,-9.80737,-2.82994
10.16864,-7.64587,0.38733
7.16553,4.7899,3.41021
6.22047,9.37996,0.77387
7.69716,-5.15816,2.27334
-10.24744,-10.57036,4.33994
-11.70259,10.68679,0.98649
7.16949,7.29383,-1.56785
-9.17381,1.17704,-3.85771
8.16138,-2.98244,-7.03782
-7.04379,-4.14063,1.14361
2.88744,-12.69316,0.92341
-8.76174,5.33883,1.02153
-9.75459,-3.94476,-0.76972
4.38509,-3.03546,-0.4673
-5.93806,9.56709,-5.3456
7.09111,1.80061,1.87253
-3.93769,-9.18449,-0.17998
9.03593,7.75725,-1.01156
-5.01591,11.35152,-1.37623
-6.49334,0.2567,0.88036
5.90966,8.15587,-5.06832
1.17378,-6.90594,-1.1701
4.73406,11.70698,-1.08225
7.60591,10.60266,-1.01858
-4.4082,6.47893,-2.21626
-11.78313,-5.48103,-5.36425
-7.5744,-6.66749,-2.72319
-8.4657,-8.60965,0.39304
7.1366,4.47824,-4.04582
-10.10682,5.88012,5.1703
-4.21843,-2.73421,3.32401
7.05121,9.79779,4.82701
-3.23716,-4.63964,-0.78931
-10.13598,-5.59693,-1.48906
9.91953,-3.3894,3.6425
4.42228,5.7682,1.85337
-11.16574,7.40561,-6.95554
5.62337,13.65178,-4.08436
9.64972,-8.2801,-2.08893
1.66284,-9.22773,4.37508
-4.97577,-7.91753,1.52746
-8.96173,9.38562,4.64155
2.0995,-7.63248,2.14738
-6.93592,-11.57083,-0.6003
7.48821,-3.78821,2.49322
-9.48635,4.35808,0.45057
3.95598,7.24706,0.36628
4.18176,9.97107,-1.50709
9.06999,-9.70062,0.78881
2.71943,-8.32214,-3.86231
-5.30818,0.31978,2.07481
5.79715,-9.5215,0.03928
-4.30527,5.16822,-0.56427
12.1369,-5.72399,-3.64647
3.94763,-5.23173,-1.10063
-1.4753,7.25508,-2.29555
4.26975,9.37719,-1.78506
-1.94048,-4.18007,2.33571
12.93786,2.17439,6.17837
6.94989,8.24107,0.76716
8.05634,-5.06132,1.48152
1.67833,2.80524,1.2063
4.12974,-7.37,-2.26619
-0.61879,9.33016,0.50741
5.48763,-4.04101,1.42632
-9.84476,-7.82049,-4.81258
-5.57105,9.49528,0.86416
-9.17325,9.26635,-6.6079
-5.39789,7.8182,6.81827
-3.51392,-2.25451,-1.91677
-4.70009,-8.53353,-3.50856
-7.40454,6.23599,-2.42719
-9.55267,-7.24695,-0.67285
-5.43442,7.22553,0.0814
-3.99656,7.5209,-1.27309
7.37353,11.61314,3.67302
-1.74874,-10.84281,2.57653
9.56312,9.6534,4.00479
-8.49444,-7.37038,2.41005
-7.56921,-4.7742,-0.40744
3.81348,4.53034,1.81129
2.24594,-5.35835,0.03346
6.0317,-4.05237,-1.3621
-10.2095,-2.02031,4.53318
-5.07252,6.69129,3.03649
4.56723,9.64367,-2.20418
-11.79097,-9.25739,2.05599
5.51535,2.88404,-1.65553
5.64494,-7.10424,1.58937
8.50963,-2.05038,-1.60919
-13.06511,3.98722,-1.87661
-2.4433,-5.47901,-2.22521
-13.66876,8.4681,-2.69679
6.7801,12.0674,-0.31878
5.76091,-5.00336,0.10675
0.25205,-7.19749,0.437
7.54825,5.89505,-0.75589
2.90674,1.39813,-0.85211
2.73009,-5.48335,4.9958
-4.29748,2.70141,6.00034
-0.83192,6.34911,-0.18479
3.68346,2.30058,0.92796
6.75473,2.99658,4.30656
9.65487,-8.30079,7.39417
-4.8525,3.17954,1.91044
12.07402,4.91086,3.92451
3.68703,6.16591,2.44718
13.68338,-0.90593,-0.30817
0.24311,-3.57801,-4.96594
-4.69722,6.32234,2.81774
-7.86035,4.639,0.20116
0.41767,1.25545,0.52199
6.88989,-4.4105,0.00254
9.81644,7.77986,4.1227
5.46527,7.55046,1.10883
9.9426,-4.6738,1.18829
8.3431,9.26245,-3.21415
5.12772,5.75785,2.61762
5.83347,-5.39897,-2.29087
-5.8707,10.12203,3.98
-5.67244,4.99126,-0.86451
-8.74796,8.09913,-3.32783
-9.06417,7.90568,6.19567
7.54393,5.01647,2.59223
6.55709,6.50056,-1.43553
6.51965,-1.01386,1.2747
-6.55551,5.52829,-0.45329
-5.12951,-1.22228,1.68668
9.4831,10.38276,5.52074
7.45461,-11.13321,-3.90691
-4.97674,-7.94419,-0.78682
1.80594,-8.78172,-2.90521
-7.99416,-7.64089,0.21913
-6.97933,5.15391,3.38791
6.94981,3.25687,0.75005
-11.80892,-9.91885,1.3315
5.22526,-6.88913,-0.98755
7.67762,7.16641,-0.72574
4.88586,6.72318,0.52674
-1.55347,11.70653,4.78273
5.6103,4.66556,-2.65557
-9.51287,-3.74503,-0.04959
-5.35219,-4.00009,3.67377
3.94158,5.53984,-3.45847
13.62209,-5.98132,-3.68739
-5.82525,2.57581,0.71706
5.9626,-7.43453,2.25394
5.57285,-2.24888,0.90055
-9.05593,6.03196,-4.73646
4.26747,1.62391,-2.32953
1.78792,-6.46766,2.81803
9.15112,-4.40917,0.6136
2.76007,-2.33176,1.29832
8.26707,5.92105,1.63411
-2.75502,-8.4681,-0.81925
-4.64192,-5.04984,2.68094
7.91259,-8.86113,-0.10854
1.88254,-6.49951,-2.99214
6.93473,5.64558,-0.38523
5.9019,7.29513,0.23526
8.42028,-4.35584,1.38034
-6.95945,-3.20991,-1.03971
-8.96666,-4.21033,2.80422
-6.44918,-6.10573,1.20754
7.547,2.74892,-0.56825
3.90904,1.67231,-0.67728
3.12532,-4.9186,3.88794
7.05995,8.04351,-3.72993
-12.04095,10.19251,0.81889
-5.28781,13.06878,4.08245
-3.85541,-6.07243,-1.45597
-6.2455,-4.28176,-2.36772
-8.44019,-7.83051,-2.22132
6.67636,-1.84973,4.33041
0.41378,9.13488,-4.44767
6.54278,-6.91628,-0.75896
8.43604,3.99615,3.31465
5.10129,-9.40243,-5.28532
-5.76042,7.03954,0.50995
-7.36989,-1.75868,-3.30006
-6.97909,-7.40214,5.01201
6.10995,8.21581,0.17534
4.71122,6.19531,-5.31527
-0.10497,-0.7756,-2.16077
7.69804,-7.16622,0.16994
4.54766,10.01251,1.61327
7.3567,-2.75748,-0.32616
1.79763,1.82567,-1.86402
10.87824,-7.07058,3.24705
-5.68281,-3.26689,1.44391
-10.69275,-1.0329,3.65528
-6.87193,-3.78461,-6.67405
5.61573,-7.88423,4.27115
-6.33722,5.77073,-1.95021
9.74587,-6.74757,-5.78366
10.54368,3.5582,8.39133
-5.89411,-2.59616,-1.21549
-7.35291,6.61032,-2.44942
6.91861,-5.82005,1.49408
-3.28409,-6.9072,-1.69805
-1.75617,-9.61782,-0.51883
8.71961,-6.07491,4.46772
7.69879,11.6405,0.06819
-8.42274,5.24664,1.6896
-6.48666,2.03214,-3.41243
6.38313,5.84118,2.52886
10.37202,-6.80826,0.26186
9.52533,-3.16402,4.00624
-7.47846,2.83533,-3.87345
-12.57664,-5.88859,-5.49118
-6.31202,-5.73134,-0.14774
-5.50714,4.26657,0.79764
4.56785,-4.44949,0.67213
-8.31379,-7.50176,-1.17767
-2.51839,8.92931,-1.64601
6.85231,-5.44866,-1.60547
-8.1587,11.28285,-3.64098
-14.1289,-9.02971,4.13536
0.52931,6.18151,0.42797
-6.52769,-9.60442,-2.52518
-4.71369,-7.62392,2.81056
9.69276,7.4947,-1.12645
-1.77934,-13.71514,-2.78038
1.89483,-8.77554,-0.71409
-11.22397,-1.90454,-1.99642
8.4063,-10.49806,4.98045
-2.40605,-7.0214,0.81361
-9.0279,-8.26897,2.36339
14.0696,-5.73717,0.38903
8.89275,-6.99584,3.08573
9.91876,-6.55266,-3.56432
4.5313,-0.89109,0.30564
6.55734,-3.8616,4.92334
-9.45657,-3.71766,-0.57338
8.00032,-4.44321,-1.95717
8.07676,-6.51159,-1.38604
5.95475,5.95658,-3.14231
9.70021,-9.86673,-0.80567
-8.29635,-6.44734,2.0634
6.41793,-7.49264,2.66741
5.44882,1.08934,-0.36279
7.09591,-9.42903,3.75462
10.1493,-4.44338,0.51575
5.77418,-6.00902,1.43451
7.88974,-0.53387,-0.5518
3.9121,10.8976,1.00213
2.13189,1.16584,-3.73408
5.4348,2.45258,1.9422
-6.76877,-5.44628,0.29589
10.13013,-7.5716,3.45439
-4.09203,8.53214,-2.67273
5.40177,2.2807,-1.83988
4.96526,6.00943,-1.586
-3.76314,-4.98778,2.70936
7.16679,-0.0801,-1.98721
2.58361,-7.67856,-0.01758
-6.95397,-6.33149,0.87293
6.86186,-4.71757,-4.96526
-4.81412,6.27287,-2.25707
7.34346,5.09522,3.60275
-4.9832,5.88467,-2.38957
8.1498,-9.49764,5.59916
-4.94511,2.77058,-1.76485
-2.48816,-11.31249,-4.14257
8.89707,-5.95697,5.80623
-2.59232,3.68212,-2.14856
8.26,-3.35784,-1.03958
-11.56946,0.34962,3.44998
-3.78782,4.15471,0.26444
8.9704,4.66971,-3.95935
10.80677,-4.33465,-5.77159
-9.54343,4.55421,-4.24779
-8.51763,-3.19358,4.50379
-9.67654,-5.25948,7.98904
7.24766,-5.79855,-4.73138
-3.7059,5.59659,-1.97754
5.37717,5.47313,5.01954
-6.3734,-8.13119,-1.46557
-7.28137,3.6752,-3.45958
9.56433,-3.79374,4.94528
7.09951,-6.90874,-3.22958
-4.74933,7.95247,0.58983
8.8532,-8.6722,-6.30486
-11.43821,11.56413,0.24854
5.02708,-4.01484,-0.99243
-6.70725,-1.68825,-4.84862
5.69161,-5.10777,5.68661
3.08892,-4.72377,1.96421
-6.75459,-9.11435,4.11399
-4.8913,6.65735,3.87044
-10.02875,1.43974,-4.447
-7.50733,10.038,1.44352
4.43679,-6.64504,0.30115
-7.87377,8.06855,7.17419
4.93822,-7.8833,4.62839
-4.30966,6.1467,1.16627
-6.21665,-7.6466,-1.69048
4.48461,5.31925,-0.31943
5.16144,2.92091,-3.91533
4.88646,10.83186,-2.32024
8.81126,-5.56354,1.95773
-6.07967,-8.41391,3.08027
-4.54558,-7.33213,-1.84059
-6.31408,7.30629,2.00319
-6.61988,-7.21127,-1.72781
-10.28701,5.91869,3.31279
7.69201,-6.78843,-0.90325
-7.49691,9.44259,3.77128
7.0262,10.26525,0.66887
7.12861,-7.22125,-0.85564
-11.27408,-8.63561,1.28634
-5.43445,9.33445,-0.0002
-7.03268,-3.45203,-4.42719
-5.53579,6.8499,5.66134
6.7271,7.60744,0.57506
-10.98754,3.35676,3.28078
11.09511,3.90604,-0.09958
-9.31761,8.8339,-4.88133
8.92077,7.05411,0.34556
1.71263,-6.99326,-4.72913
4.88164,-5.26295,1.91402
-8.28096,-6.65332,-0.31888
-5.74067,12.58433,-0.22757
9.40316,7.69178,2.32904
3.77552,3.1803,1.21003
7.80398,-7.12515,-0.10675
7.25362,-7.77506,1.0541
-6.68799,-8.70502,0.10792
-2.57365,4.20291,-0.07764
-5.27506,-4.03245,-1.36243
2.60567,3.29211,-1.17931
-3.02756,9.33986,3.34976
5.33348,-11.14676,1.05246
9.10112,-5.61029,-4.4852
6.51191,8.46593,-0.51053
-2.8386,4.0312,-2.44133
3.61272,4.40785,-2.31421
3.07067,-0.72069,6.26753
-3.37313,-3.0332,-3.95714
-5.84311,-8.49056,-7.33941
-8.53511,-0.38859,-0.75441
-4.02368,6.41499,0.79425
-5.94736,-1.70506,-5.33349
-6.03958,4.95973,3.45392
4.87428,-4.735,5.07703
-7.0676,5.30004,-1.90537
4.77949,10.22115,-0.24112
8.06036,-6.37048,5.70451
9.41513,6.66581,1.44862
-9.34671,-2.73761,-0.04793
-7.24635,-6.03099,-0.39131
-6.92444,5.85118,-3.44061
-3.51924,4.2494,-0.0215
-3.91653,4.77012,1.31037
2.28285,7.6848,2.88348
-6.3044,-6.17497,7.13853
-7.39153,-9.34817,3.19104
6.14378,-8.88562,4.38877
-5.35812,-1.89056,3.93457
-8.83942,3.37751,-1.71701
2.59031,1.73649,-0.79149
-6.33769,-9.25195,2.8923
-0.99332,-1.91582,-6.18322
0.33345,-7.3186,1.82526
-3.06831,-4.98385,-2.52914
1.66017,8.88296,-3.26478
-9.8498,-7.6827,4.85732
3.43809,6.97443,-2.08655
-8.26635,-9.43437,-3.6976
12.98066,10.67049,-0.77318
-3.71541,11.02239,-0.09274
-3.55952,9.54225,-0.71224
-3.70523,9.56594,1.59921
4.8652,-7.03224,-1.53394
-3.3332,1.37397,-1.40408
6.79266,1.92997,5.17217
7.61652,-5.53888,1.15633
5.52716,-10.57914,1.13781
8.1524,-6.42686,4.55842
-6.89928,5.2457,2.06803
-6.64872,5.78467,3.17751
-3.97427,0.33251,-0.01132
-6.76827,7.84031,3.8654
4.39816,-3.92487,6.86577
-10.27725,-5.37447,1.36623
-3.46403,-5.69889,1.01149
7.63483,3.85388,1.28159
5.48105,5.46377,3.34534
1.75316,-9.43257,0.18347
6.44165,-3.14677,0.57206
-9.91759,6.14952,-1.93466
-5.44055,-3.34781,4.93641
-5.3822,7.77096,-2.83815
9.29873,-3.87354,-1.54083
3.78916,8.11087,-2.40561
8.55742,-3.1674,-3.37608
8.33269,-4.97144,-1.21364
-0.70283,-3.94702,0.95253
-8.28144,5.15344,1.39202
9.82952,5.43015,-4.36808
-9.41484,-2.00434,-2.708
-5.98666,-6.60438,0.33879
-8.11216,4.06006,-3.57492
-8.20579,-8.76091,5.37128
4.2549,-8.85956,-0.13107
-6.7109,-6.40917,0.15478
-8.27442,-9.19338,0.61633
10.69515,4.92075,2.02646
-5.00078,-5.07677,-1.32649
-9.69224,-8.83607,-1.07895
-3.97104,-6.66166,-0.70297
2.7477,-6.17796,1.6278
-14.26141,0.39532,-0.70309
7.40477,5.81922,1.49969
5.52861,-1.60673,0.68107
-5.92331,-6.6184,0.38061
-4.37606,-4.28469,2.0646
5.47959,3.87951,2.39928
-6.64467,-8.33385,1.61141
10.44159,5.16506,-0.2291
5.72572,4.51867,1.18471
8.18676,-1.89053,4.05219
-2.0418,2.03192,-0.11341
-6.02202,-5.93719,3.51788
-0.54757,-0.60182,-4.7947
-9.64159,-9.34482,-1.70472
-4.59259,2.67975,1.47535
-4.77109,-7.82155,1.29346
5.59977,2.72559,1.95706
-7.16209,1.30064,0.76942
7.12286,-4.58569,0.03339
-5.07144,-2.43176,1.58882
0.39423,1.20749,4.42288
3.43881,0.6125,-0.37567
-6.93699,8.57422,-2.5072
-7.09648,-7.48354,-1.62163
-11.12366,3.05801,-3.03179
6.92804,-2.954,2.0314
-5.09462,6.35119,3.42497
-6.64159,-6.41574,0.36085
3.97875,4.31457,-2.47312
2.71833,-8.04504,2.01448
-4.43808,-3.5069,-0.37955
-8.12282,-4.33076,2.99404
6.19854,1.92639,1.38854
7.21115,8.11664,1.84347
-4.33199,5.30611,1.58536
-3.58969,-3.34902,0.49863
-3.962,-3.41136,-0.52612
-8.83709,4.54323,-2.32965
-2.01131,3.46239,1.73232
-1.12818,-5.94556,0.79032
-8.75267,6.79491,0.75278
9.93499,-9.66404,3.46737
11.10221,-0.03706,1.92335
7.18058,5.3781,1.76247
-3.48744,9.78348,1.32632
-0.06905,1.9578,0.13554
3.90212,4.51593,-5.81597
7.29419,6.64884,-1.50628
-4.58138,-6.23167,-3.18946
6.02802,3.39527,-2.79393
-11.05887,-5.30888,1.22918
-1.89492,1.39983,5.97577
8.87616,8.29571,-1.76159
3.73314,4.68134,1.26326
7.10572,-6.57741,-0.11329
9.91389,1.00498,-1.90889
3.80045,6.72487,1.38126
7.9452,-2.85042,1.03364
-8.4132,-5.41543,-1.40151
9.75212,-3.29086,-3.16843
-10.20763,3.80107,-1.19066
-6.11019,9.75968,-0.49048
-4.05563,-8.47036,1.9413
1.85036,-1.12495,-3.08085
-3.83707,-8.36782,2.72862
4.8038,-8.33492,-0.26917
8.30673,-8.17353,3.62166
2.60108,0.00915,2.87933
3.56467,-7.5093,-0.92819
-1.568,4.36327,3.88839
-4.13893,8.3818,-1.31044
-2.52179,6.54151,3.60577
4.95474,5.35543,1.69428
8.13424,2.76766,2.53481
-5.269,0.27766,1.7323
-4.80171,5.99857,4.52924
9.42366,-5.75857,1.25322
2.46094,5.76256,-0.25169
9.1968,-4.32807,0.93284
-3.69507,-6.70307,-0.10493
13.36171,6.23324,-2.17173
1.53297,-5.51411,1.65508
11.60958,-5.30148,-0.99388
-7.07857,-0.18839,2.97816
4.53874,6.63947,-0.6958
-2.64626,4.41784,-0.04557
4.16361,3.18098,-1.50172
8.74771,6.44974,-1.55903
-3.58867,-10.84391,0.74691
-6.00827,-5.61236,0.37334
6.49012,-4.85258,1.35966
8.66469,4.31705,-2.37021
-2.44389,6.29153,-5.19769
-5.44806,5.9129,-2.00394
-5.86218,5.66615,2.79263
2.02186,-4.03216,-0.51872
-9.32101,8.9923,0.98439
-9.39143,1.94864,0.61498
-13.43501,6.69676,2.20102
-10.34272,5.22435,1.41129
6.4922,-2.92613,-3.41205
5.67071,-4.41802,-1.27225
-5.19574,2.67189,0.33512
-5.90195,-5.34463,3.48312
-8.19161,-9.23152,0.73989
3.53953,2.58181,-2.42972
6.41726,4.83082,5.83868
-4.65776,-2.46959,1.07496
-4.86102,6.25356,-0.58198
2.35896,5.53496,0.10004
-7.52481,7.80134,1.61884
6.55381,-4.97672,-2.89321
-7.25053,-10.51938,-3.3295
9.08847,-2.45436,0.26319
-12.11751,-3.28884,3.3125
4.45273,9.88791,-1.21852
7.49799,5.487,1.27049
-1.15252,6.13185,-0.35562
3.04833,6.22052,-3.30304
-5.58419,2.899,-0.16597
11.02647,5.07346,4.68071
8.85382,5.6509,-2.64535
8.8106,8.70133,0.52481
6.30889,-2.7558,0.78952
-5.08773,-4.25487,-1.27672
3.71782,7.37635,2.01655
-5.01342,8.41827,-3.71847
9.16841,8.4004,-1.48245
2.9641,5.23792,-0.04254
-7.83056,-9.87606,0.00468
5.62948,-5.76715,1.91359
6.62519,2.23672,4.09697
2.27025,5.03873,2.57682
-8.80792,-8.23529,-2.68592
-6.76699,-7.52273,-1.63644
5.52179,-7.10037,1.9089
8.35138,7.05576,-6.17077
2.81343,6.90706,0.93471
11.60284,-8.84821,-0.27406
-7.4636,6.9115,4.25427
-7.40112,-2.60642,2.59646
4.54629,6.87596,-7.57841
-5.39306,-1.25342,-2.08988
1.0898,9.98744,1.52911
-10.67444,6.20572,1.91905
13.07557,3.6912,-1.36096
5.00365,2.82662,2.74465
4.36387,4.49962,2.3136
1.33263,-11.03774,1.67474
-5.08301,-4.35452,3.15347
-5.20375,7.52559,-1.0224
-7.32232,-0.36486,-2.71083
5.34558,3.47354,-3.18614
-8.65143,8.92693,-1.64463
7.58104,-6.74341,-0.8451
-2.03056,12.04881,-0.17477
6.18023,7.46331,0.99884
6.82739,8.47616,-5.52978
-4.93316,13.7504,-3.10421
5.65477,9.38909,3.00242
3.56012,4.29311,-2.06045
7.81633,-7.57543,0.95851
1.76101,-7.9803,-0.25702
5.77291,13.33411,-1.76428
-5.84718,-5.60703,-0.66771
6.19743,4.41917,4.14686
6.31846,-3.80525,0.07756
4.72265,3.86329,1.38899
8.26697,-11.77886,1.64422
-5.86081,-7.76702,-0.2253
8.30147,9.33235,-1.74006
-7.95932,9.59304,3.36022
9.42542,-7.06006,-3.47229
-8.20902,-10.94305,-2.52012
-3.04815,-7.5373,-1.62526
3.49252,-7.38341,2.12536
6.5256,6.81165,0.9276
-2.43123,-3.17678,-5.02429
-2.74491,8.77194,2.29983
-9.89539,-15.38694,1.78782
-10.32781,4.99794,1.07028
-4.04842,4.60281,4.09088
-3.81454,-3.97594,4.60832
-6.64877,-4.79393,1.80522
-5.95268,-9.20076,-0.7656
0.10889,-2.3262,-1.09786
6.14897,3.42637,0.98744
7.95266,-0.57607,-5.36402
3.55362,-8.82296,0.42262
-5.17922,-8.9777,-0.62984
-8.92743,2.35175,-3.14911
-8.38174,6.02734,2.04076
9.26444,-9.46876,-0.34409
-4.28947,-8.52025,-2.60519
7.43268,3.94576,-4.17141
-0.89685,1.26473,0.68638
5.26363,-9.39286,2.8446
5.02361,-7.65217,6.45418
3.871,8.84506,-0.76619
5.06622,-7.27001,1.30576
7.30466,-3.77535,-0.21317
7.42424,2.1664,2.73912
1.18644,0.68693,-1.29095
-9.84069,-1.55593,1.73302
-1.45694,-1.40628,-1.29374
-6.9434,-1.7219,0.17367
0.40786,-4.24122,4.95862
-6.2431,12.48045,-1.14485
6.74496,4.41461,-4.17937
-4.22767,5.13584,-0.07004
8.12205,5.13356,-3.3007
-6.49232,3.61275,0.53042
7.93533,4.33494,4.73244
-5.40486,5.31083,-0.25984
8.89988,5.19423,-0.41189
4.05805,3.6714,-4.09949
-6.9441,5.28993,1.08259
-2.5728,5.97293,-0.96377
1.88272,-4.05202,-4.05641
7.65801,1.90855,3.58685
9.32677,5.68736,5.57384
-7.2081,-9.25984,4.47829
-1.57242,-4.23869,1.72918
6.63898,-4.58879,0.3791
-7.99583,4.80413,2.82555
-8.41336,-6.88022,-2.19077
12.11912,-2.36557,-1.52378
13.37999,-1.89531,0.47782
-5.98072,6.12682,-3.90385
8.06751,5.88859,2.60638
3.56149,4.41287,-0.07132
-7.63407,11.77977,-0.72172
-8.30135,-2.15323,3.56955
-7.45179,-4.70264,1.76011
-2.2343,3.78857,1.50649
1.29358,10.28233,-0.587
-4.76916,-2.28689,5.5496
9.64414,6.98753,1.39976
6.67994,8.52311,5.6424
7.20474,10.04002,5.92634
-7.19824,2.70216,-1.36984
8.70838,-5.21448,-3.34236
2.04785,8.34886,-6.0044
-6.31632,6.25656,5.37329
-9.17358,4.00458,1.30647
-0.72981,5.41381,1.55605
-7.29944,-2.70839,4.24526
4.83165,-2.70334,1.38684
4.65212,5.70486,-6.22562
3.64365,-7.92313,-3.71875
-5.72805,-3.06259,-1.9367
4.64243,-7.34342,3.13901
-7.59818,6.37629,-3.36306
12.29771,-8.17083,-0.98241
-7.77953,5.78877,-5.56168
-2.4651,5.64723,0.51174
-3.02716,0.41146,1.65481
-9.48419,-6.25886,-0.9741
-5.21347,5.68008,-0.73541
-3.68624,-2.04972,-3.95401
8.4138,-9.92581,-2.89545
-2.10929,3.5778,-2.10735
5.42485,5.13159,-1.01212
-7.94445,-5.29573,-6.89166
-6.8896,9.29666,0.61074
8.87718,-7.22735,-5.33751
7.00349,10.04295,2.86391
8.43197,6.13041,4.0865
8.17166,-6.05357,-0.39104
-2.95954,-5.69192,-1.46888
6.38677,5.01271,3.32065
